"id","headline","summary","created","source"
"20211018403","Walk It Off, Again: Atlanta Widens Lead Over Dodgers","Thrilling wins in consecutive games, both decided in their last at-bat, have Atlanta heading to Los Angeles with some breathing room ahead of Game 3.","2021-10-18","NYTimes"
"20211018404","Looking for a Star? Check the Dodgers Bench.","For the Dodgers, deep pockets and extreme ambition make everyone expendable. Just ask players like Kik Hernndez and Joc Pederson, who took their October magic elsewhere.","2021-10-18","NYTimes"
"20211017402","Boston Found a Top Reliever in the Yankees System. Blame Instagram.","Garrett Whitlock was rehabbing from elbow surgery when the Red Sox saw his videos on social media. Getting him for a pittance from a rival was icing on the cake.","2021-10-17","NYTimes"
"20211017403","With Walk-Off Win, Atlanta Snags an Early Edge Over Dodgers","Austin Rileys ninth inning single pushed Atlanta to victory over Los Angeles in Game 1 of the N.L.C.S. just like his homer did in last years Game 1.","2021-10-17","NYTimes"
"20211016401","Red Sox Power Up, Again and Again, to Even Series With Astros","Grand slams in consecutive innings set the tone in a game that dragged on past four hours but was never in doubt.","2021-10-16","NYTimes"
"20211016402","Houstons Shortstop Was Right on Time With Go-Ahead Homer","Carlos Correas mammoth home run, and over-the-top celebration, gave the Astros a strong start to a battle of pitching-starved teams.","2021-10-16","NYTimes"
"20211015402","Just Like Their Manager, the Red Sox Keep Coming Back","Alex Cora spent a season in exile, and the Boston Red Sox sank to the A.L. East basement. With their manager back, the resilient Red Sox are in the A.L.C.S. These things are related.","2021-10-15","NYTimes"
"20210806401","If He Doesnt Have That Stroke, Hes in the Hall of Fame","For five seasons in the late 1970s, J.R. Richard of the Houston Astros was as intimidating as any pitcher before or since. His legacy is the reverence of the batters who faced him.","2021-08-06","NYTimes"
"20211015403","Why Are the Boston Red Sox Singing Dancing on My Own?","A dance club anthem has become the unexpected soundtrack of a red-hot team. Credit (or blame) goes to a backup catcher.","2021-10-15","NYTimes"
"20211015404","In Battle of Rivals, the Dodgers Outlast the Giants to Reach the N.L.C.S.","A late single by Cody Bellinger was the difference in a hard-fought pitching matchup between 109-win teams.","2021-10-15","NYTimes"
"20211014402","Carlos Correa Is OK With Being the Heel","The Houston Astros shortstop is a vocal leader on the field and happy to be the teams spokesman off it, even when it comes to discussing the teams scandalous past.","2021-10-14","NYTimes"
"20211014403","Ray Fosse, 74, Catcher Best Known for a Collision, Is Dead","He was a budding Cleveland talent when he was knocked over by Pete Rose in the 1970 All-Star Game. It was, he said, something people will continue to talk about.","2021-10-14","NYTimes"
"20211013401","The Dodgers Stay Alive, Forcing a Game 5 That Felt Inevitable","This is what baseball wants, Dodgers Manager Dave Roberts said after his team beat the Giants, 7-2, forcing a winner-take-all game in this division series between rivals.","2021-10-13","NYTimes"
"20211012402","Bats Ignite at Last, Vaulting Atlanta Past Milwaukee and Into N.L.C.S.","Tuesdays division series game had as many runs as the first three games combined. Freddie Freemans homer punched his teams ticket to a face-off with San Francisco or Los Angeles.","2021-10-12","NYTimes"
"20211012403","Like It or Not, the Houston Astros Are Back in the A.L.C.S.","Suspicion follows them, but Houstons buzz saw of an offense cut straight through the Chicago White Sox. Next up: Boston.","2021-10-12","NYTimes"
"20211012404","The Rich Got Considerably Richer","The Dodgers needed a starting pitcher, and they got a great one in Max Scherzer. That they added Trea Turner, a superstar infielder, in the same trade hardly seems fair.","2021-10-12","NYTimes"
"20211012405","On a Windy Night in L.A., One Run Is Enough for the Giants","San Francisco got a strong start from former Dodger Alex Wood, and a solo homer from Evan Longoria. One more win would put them in the N.L.C.S.","2021-10-12","NYTimes"
"20211011401","Let Them Talk: Astros Spend a Rainy Day Discussing Allegations","Mondays game was postponed because of poor weather, but comments by a Chicago reliever had Houston playing defense.","2021-10-11","NYTimes"
"20211011402","Mr. Joctober: Pedersons Blast Was all the Offense Atlanta Needed","The Milwaukee Brewers tried, and failed to capitalize on a pair of early base runners. Joc Pederson, with a knack for coming through, wouldnt know anything about that.","2021-10-11","NYTimes"
"20211011403","A Chicago Folk Hero Brings His Postseason Act to Boston","Kyle Schwarbers mammoth blasts made him a fan favorite for the curse-breaking Cubs. For the Red Sox, he has picked up right where he left off.","2021-10-11","NYTimes"
"20211011404","Was That a Ground-Rule Double or an Automatic Double?","A hit by Kevin Kiermaier in Tampa Bays loss to Boston in Game 3 of their division series caused confusion among fans in more ways than one.","2021-10-11","NYTimes"
"20211011405","Chicagos Crowd, and Its Offense, Comes Alive Against the Astros","An emotional game staved off elimination for the White Sox, but not without some controversy in calls on the field and comments after the game.","2021-10-11","NYTimes"
"20211010402","A Tough (Correct) Call and a Walk-Off Homer Have the Rays on the Brink","A confusing play in extra innings highlighted an unusual rule, but Boston took a commanding series lead over Tampa Bay on Christian Vazquezs two-run blast.","2021-10-10","NYTimes"
"20211010403","Dodgers Turn Around Their Mood With Blowout Win Over Giants","We just needed to see one cross the plate, Mookie Betts said after his team followed Fridays shutout with a 9-2 win.","2021-10-10","NYTimes"
"20211009401","Atlanta Beats the Brewers at Their Own Game","Milwaukee has three aces, but Max Fried, who thrived in the second half, showed he is at their level.","2021-10-09","NYTimes"
"20211009402","Shades of Another Giants Era: A Youngster Tames the Dodgers","Logan Webb earned a comparison to a San Francisco legend by holding Los Angeles scoreless and striking out 10 batters.","2021-10-09","NYTimes"
"20211009403","Red Sox Prove Hitting Is Contagious in Series-Tying Win","Tampa Bay got off to a hot start, but Bostons offense was relentless in what turned into a five-homer blowout.","2021-10-09","NYTimes"
"20211008402","A Pitchers Duel Is Decided by a Mighty Swing","Milwaukees Corbin Burnes and Atlantas Charlie Morton flashed dominance, but Rowdy Tellezs two-run homer was enough offense to give the Brewers a win at home.","2021-10-08","NYTimes"
"20211008403","Once the Commissioner, Back to Being Milwaukees Superfan","Bud Selig probably made you angry when he led Major League Baseball. But he also made baseball big in Milwaukee, where his influence and enthusiasm endure.","2021-10-08","NYTimes"
"20211008404","Late Night LaMonte, Pinch-Hit Homers and a Closer From Nowhere","To get to 107 wins, the San Francisco Giants needed everyone to step up. It can feel chaotic, but its all part of the plan.","2021-10-08","NYTimes"
"20211008405","Tampa Bays Youngsters Beat Boston the Old-Fashioned Way","Randy Arozarenas straight steal of home and Wander Francos extra-base power helped give the Rays a fast start.","2021-10-08","NYTimes"
"20211008406","The Greatest Rivalry Since (Long Before) Sliced Bread","The Dodgers and the Giants have been battling each other for 133 seasons. A division series between them should provide bragging rights for years to come.","2021-10-08","NYTimes"
"20210928401","Baseballs Wall Street-Style Executives Get Titles to Match","As M.L.B. front offices get more and more corporate, titles have steadily inflated. Yesterdays general manager is todays president of baseball operations or chief baseball officer.","2021-09-28","NYTimes"
"20211007402","Powered by the Crowd, McCullers Mowed Down the White Sox","Houstons Lance McCullers Jr. was able to keep his pitches in the zone, and that spelled trouble for Chicagos hitters.","2021-10-07","NYTimes"
"20211007403","Freddie Freeman Thinks Youre Doing a Great Job","Freeman, a star first baseman for Atlanta, warmly greets opponents at first base. You might get a hug, you might get some advice and you might get distracted into not running.","2021-10-07","NYTimes"
"20211007404","A Thrilling Wild-Card Win Sets Up a Division Series for the Ages","The 106-win Los Angeles Dodgers took care of business in a do-or-die game against St. Louis. Their next opponent? The 107-win San Francisco Giants.","2021-10-07","NYTimes"
"20211006402","We All Know Where We Came From","The Chicago White Sox have fully embraced a clubhouse culture led by a large group of Latino players. The support, along with the love, has helped power the teams ascent.","2021-10-06","NYTimes"
"20211005404","Yankees Are Done. A Frustrating Season Ends in a Wild-Card Loss.","Yankees starter Gerrit Cole surrendered three runs and exited with no outs in the third inning as the Boston Red Sox advanced to a division series against Tampa Bay.","2021-10-05","NYTimes"
"20211004401","Mets Part Ways With Manager After Two Extremely Trying Years","Following a devastating August collapse, and a second straight losing season, Luis Rojas will not return to the job for 2022.","2021-10-04","NYTimes"
"20211004402","How Do You Win a Do-or-Die Game in Fenway? These Guys Know.","In 1978, Bucky Dent and Ron Guidry stepped up to lead the Yankees past the Red Sox and into the playoffs. Lessons they learned that day can translate for the current club.","2021-10-04","NYTimes"
"20211004403","With Their Season on the Line, the Yankees Go to Their Go-to Guy","Gerrit Cole is known by his teammates as a student of the game. In a do-or-die game against Boston, the Yankees hope their $324 million ace has studied carefully.","2021-10-04","NYTimes"
"20211003403","The Sunday Read: I Had a Chance to Travel Anywhere. Why Did I Pick Spokane?","After 18 months of pandemic parenting isolation, one writer knew just where the cure might lie: a minor-league baseball game in eastern Washington.","2021-10-03","NYTimes"
"20211003404","The Yankees (Mostly) Control Their Fate on Seasons Final Day","Wins by the Yankees and the Red Sox would give both teams wild-card spots in the playoffs. A loss by either team, or both, could extend the regular season.","2021-10-03","NYTimes"
"20210925401","Cloyd Boyer, Last of a Three-Brother Baseball Rarity, Dies at 94","His pitching career was cut short, but at one time he and his brothers Ken and Clete were all on the major league stage together. He ended up outliving them.","2021-09-25","NYTimes"
"20211001402","The Struggle to Make City Streets Safer","One of Mayor Bill de Blasios most ambitious promises was to make city streets safer.But as his tenure ends, the streets have become increasingly dangerous.","2021-10-01","NYTimes"
"20211001403","To Know Where Jacob deGroms Going, Look at Where Hes From","At the end of a dream season cut short by injuries, the Mets ace will retreat to rural Florida to find his path back to greatness. His father will be waiting.","2021-10-01","NYTimes"
"20210930404","70 Years Later, Bobby Thomsons Homer Still Hurts","A die-hard Brooklyn Dodgers fan cut school with his buddies to attend what turned out to be one of the most crushing defeats in all sports. Isnt it time to let it go?","2021-09-30","NYTimes"
"20210929401","With 17th Straight Win, the Cardinals Are in Elite Company","An outrageous stretch of success allowed St. Louis to snatch the National Leagues second wild-card spot. Can it keep going?","2021-09-29","NYTimes"
"20210929402","One Mets Ace Returns as Another Is Shut Down","Noah Syndergaard pitched a scoreless inning in his first start after two years away, but Jacob deGrom was ruled out for the season.","2021-09-29","NYTimes"
"20210802401","With a Door Left Open, Atlanta Hopes to Walk Right In","An unassuming Braves trade kicked off a frenzy of moves leaguewide. It sent a message that the Mets or Phillies cant have the N.L. East title without a fight.","2021-08-02","NYTimes"
"20210915401","Is Craig Counsell the Best Manager in Baseball?","His Brewers could win 100 games and his players cant believe hes never won the Manager of the Year Award. That hes doing it at home in Milwaukee is icing on the cake.","2021-09-15","NYTimes"
"20210925402","Yankees Pull Even With the Red Sox as Stanton Leads the Way","A pair of wins in Boston, both powered by Giancarlo Stanton, has the rival teams tied for the A.L.s top wild-card spot.","2021-09-25","NYTimes"
"20210924401","In 2021, the Mendoza Line Isnt So Scary","Once a death knell, hitting below .200 isnt all that unusual anymore, provided you have discernible value elsewhere.","2021-09-24","NYTimes"
"20210924402","Every Single Pitch, Everyones Staring","As the Phillies make a late push for the playoffs, Bryce Harper is providing nightly reminders of his game-changing talent. It just might get him a second M.V.P. Award.","2021-09-24","NYTimes"
"20210923402","With Playoff Positions on the Line, Old Rivalries Get New Life","The Red Sox are battling the Yankees for a wild-card spot as the Giants try to hold off the Dodgers for a division title. It should be an interesting 10 days.","2021-09-23","NYTimes"
"20210921401","Anthony Gose Completes Unusual Conversion, From Hitter to Pitcher","A former outfielder follows a path few others have taken, and does it throwing 100 miles per hour.","2021-09-21","NYTimes"
"20210921402","I Had a Chance to Travel Anywhere. Why Did I Pick Spokane?","After 18 months of pandemic parenting isolation, the writer Jon Mooallem knew just where the cure might lie: a minor-league baseball game in eastern Washington.","2021-09-21","NYTimes"
"20210730401","At a Wild Trade Deadline, Every Club Made a Move","Max Scherzer and Trea Turner going to the Los Angeles Dodgers highlighted a week in which 10 of this years All-Stars were traded.","2021-07-30","NYTimes"
"20210918401","A Metronome of Power Keeps the White Sox Humming","Jose Abreu is known for picking up checks, crowding the plate and driving in runs a lot of runs. He is quiet in the news media, but his teammates have plenty to say about him.","2021-09-18","NYTimes"
"20210912401","Emotions High as Subway Series Coincides With 9/11 Anniversary","In a season of highs and lows for the Yankees and the Mets, the teams split the first two games of a series. But they joined each other in a moment of unity on Saturday.","2021-09-12","NYTimes"
"20210729401","With Blockbuster Trades, the Yankees Embrace the Moment","Despite trailing two teams in the A.L. East and three in the wild card race, the Yankees and Brian Cashman are all-in with the acquisitions of Anthony Rizzo and Joey Gallo.","2021-07-29","NYTimes"
"20210917401","Why This Superstar Pitcher for the Mets Started a Book Club","I just think thats what being a New Yorker is all about, being hungry for more, said Noah Syndergaard, an avid reader.","2021-09-17","NYTimes"
"20210729402","When It Comes to Joey Gallo, the Yankees Know the Outcome(s)","The teams all-or-nothing offense will get even more extreme with a trade for a slugger who is the master of baseballs so-called three true outcomes: homers, walks and strikeouts.","2021-07-29","NYTimes"
"20210917402","A Flooded Stadium Went Viral, but the Home Team Didnt Quit","The Somerset Patriots lost cars and equipment to Hurricane Idas aftermath and had fish swimming in the on-deck circle but the Yankees affiliate returned home a week later.","2021-09-17","NYTimes"
"20210916402","Cage Fighters Need Unions, Too","But organizing MMA fighters is a particularly tough challenge.","2021-09-16","NYTimes"
"20210916403","Ruly Carpenter, 81, Dies; Owned the Phillies First Championship Team","Distressed by soaring salaries, he sold the team a year after they beat Kansas City in the 1980 World Series. We hoped common sense would prevail, he said. But it didnt.","2021-09-16","NYTimes"
"20210914401","The Triple Crown Is in His Reach. The M.V.P. Probably Isnt.","Torontos Vladimir Guerrero Jr. is having a season for the ages, but hell have a hard time catching Shohei Ohtani.","2021-09-14","NYTimes"
"20210913401","With Homers and Accusations, Lindor Gives Subway Series a Big Finish","The Mets shortstop homered three times in Sundays win but tempers flared after he implied the Yankees were cheating.","2021-09-13","NYTimes"
"20210912402","3,000 Strikeouts Later, They Still Come Easy for Scherzer","Max Scherzer reached the 3,000-strikeout milestone, tossing an immaculate inning and flirting with a perfect game. His first strikeout victim remembers similar dominance.","2021-09-12","NYTimes"
"20210910401","Trevor Bauers Season Ends With Extension of His Leave","Major League Baseball and the players union agreed to put off any decisions on punishment of Bauer, who is under investigation for sexual assault, until after the World Series.","2021-09-10","NYTimes"
"20210910402","Sports Post-9/11 Patriotism Seen as Unifier, and Manipulation","The jingoism at sporting events that temporarily surged during the Gulf War and roared back after Sept. 11 now often drives wedges, but sports leagues want it to stay.","2021-09-10","NYTimes"
"20210909401","Was That Bunt Weird or Is Your Manager Mike Matheny?","A treasure trove of sortable statistics for managers gives fans the ability to track their teams tendencies on things like stolen bases, intentional walks, ejections and, yes, bunts.","2021-09-09","NYTimes"
"20210725401","Its a 2-Team A.L. East Race. The Yankees Arent One of Them.","In another brutal loss for the Yankees, the Red Sox won, 5-4, despite Domingo German having started the eighth inning without having allowed a hit or a run.","2021-07-25","NYTimes"
"20210906401","A Flood of New Hall of Famers, Followed by a Grinding Halt","Fifteen years ago, the Baseball Hall of Fame inducted 17 people from the Negro leagues. The election came with some controversy and has been followed by silence.","2021-09-06","NYTimes"
"20210723401","As July Nears Its End, Teams Must Decide What They Are","The always-confounding Tampa Bay Rays have already been buyers and sellers in a lead-up to the trade deadline, which may see big changes for the Chicago Cubs and others.","2021-07-23","NYTimes"
"20210902401","Streaks, Injuries and Virus Outbreaks Muddle Wild-Card Races","With about a month left in the baseball season, a crowded field is contending for wild-card spots. Each has its own challenges, Bostons coronavirus issues chief among them.","2021-09-02","NYTimes"
"20210902402","Ready for October, the Yankees Have to Get Through September","As the team returns from a disappointing road trip, and hits the stretch run of September, its margin for error is still razor-thin.","2021-09-02","NYTimes"
"20210902403","Before Balls and Strikes, Umpires Make a Call to Pray","For more than a decade, a group of Major League Baseballs umpires has convened by phone to pursue spiritual solace.","2021-09-02","NYTimes"
"20210901401","Mets Acting G.M. Pleads Not Guilty on Drunken-Driving Charge","Zack Scott was found asleep at the wheel and declined to take a breathalyzer, according to the police in White Plains, N.Y. The team has placed him on administrative leave.","2021-09-01","NYTimes"
"20210901402","Suddenly the Yankees Are Streaking in the Wrong Direction","A road trip to California has proved disastrous, as a four-game losing streak has erased the gains of a 13-game winning streak. Unacceptable, said Brett Gardner.","2021-09-01","NYTimes"
"20210831401","Thumbs Way Up: Javier Baez Wins Mets Fans Back With Hustle","Baez and Francisco Lindor asked for forgiveness for their thumbs-down gestures. More important to fans: The team won both games of a doubleheader.","2021-08-31","NYTimes"
"20210830402","Howie Rose Steps Away From Mets, but Plans to Return Next Year","The longtime play-by-play broadcaster is undergoing treatment for an undisclosed medical condition. The doctors tell me the prognosis is good.","2021-08-30","NYTimes"
"20210830403","What to Know About the Investigation Into Tyler Skaggss Death","Eric Kay, a former Angels employee, stands accused of supplying the pitcher with the drugs that killed him. His trial will begin in October.","2021-08-30","NYTimes"
"20210828401","The Giants Have a Handshake for Every Homer","In a magical season, San Francisco is leading the majors in wins and round-trippers. Third base coach Ron Wotus has had to get creative to give the players customized greetings.","2021-08-28","NYTimes"
"20210827401","In Retiring Koosmans Number, the Mets Protect Their History","A permanent tribute to Jerry Koosman, the left-hander who helped lead the team to World Series glory, is a move in the right direction for a club that tends to step on its own feet.","2021-08-27","NYTimes"
